#    L    TT             EE             TE             PP             TP          
   553   0.247191E+04   0.790619E+01   0.441147E+01   0.638620E+06   0.458093E+02
   554   0.246831E+04   0.803870E+01   0.554865E+01   0.636791E+06   0.461401E+02
   555   0.246448E+04   0.817556E+01   0.667058E+01   0.634969E+06   0.464863E+02
   556   0.246043E+04   0.831751E+01   0.777710E+01   0.633154E+06   0.468478E+02
   557   0.245623E+04   0.846383E+01   0.886642E+01   0.631347E+06   0.472244E+02
   558   0.245180E+04   0.861599E+01   0.993914E+01   0.629547E+06   0.476159E+02
   559   0.244716E+04   0.877177E+01   0.109945E+02   0.627754E+06   0.480221E+02
   560   0.244243E+04   0.893192E+01   0.120310E+02   0.625969E+06   0.484429E+02
   561   0.243734E+04   0.909719E+01   0.130486E+02   0.624191E+06   0.488779E+02
   562   0.243224E+04   0.926759E+01   0.140466E+02   0.622420E+06   0.493271E+02
   563   0.242692E+04   0.944162E+01   0.150265E+02   0.620657E+06   0.497903E+02
   564   0.242145E+04   0.962154E+01   0.159830E+02   0.618901E+06   0.502673E+02
   565   0.241575E+04   0.980435E+01   0.169199E+02   0.617152E+06   0.507578E+02
   566   0.240990E+04   0.999231E+01   0.178341E+02   0.615410E+06   0.512617E+02
   567   0.240391E+04   0.101839E+02   0.187265E+02   0.613675E+06   0.517788E+02
   568   0.239776E+04   0.103807E+02   0.195954E+02   0.611948E+06   0.523088E+02
   569   0.239138E+04   0.105819E+02   0.204432E+02   0.610227E+06   0.528517E+02
   570   0.238493E+04   0.107867E+02   0.212646E+02   0.608513E+06   0.534073E+02
   571   0.237825E+04   0.109960E+02   0.220619E+02   0.606807E+06   0.539752E+02
   572   0.237143E+04   0.112090E+02   0.228350E+02   0.605107E+06   0.545554E+02
   573   0.236452E+04   0.114256E+02   0.235817E+02   0.603414E+06   0.551477E+02
   574   0.235746E+04   0.116467E+02   0.243035E+02   0.601728E+06   0.557518E+02
   575   0.235025E+04   0.118707E+02   0.249981E+02   0.600049E+06   0.563676E+02
   576   0.234297E+04   0.120992E+02   0.256670E+02   0.598377E+06   0.569948E+02
   577   0.233545E+04   0.123313E+02   0.263087E+02   0.596711E+06   0.576334E+02
   578   0.232786E+04   0.125665E+02   0.269225E+02   0.595053E+06   0.582830E+02
   579   0.232019E+04   0.128061E+02   0.275091E+02   0.593401E+06   0.589436E+02
   580   0.231244E+04   0.130486E+02   0.280663E+02   0.591755E+06   0.596149E+02
   581   0.230439E+04   0.132942E+02   0.285962E+02   0.590117E+06   0.602967E+02
   582   0.229634E+04   0.135435E+02   0.290967E+02   0.588485E+06   0.609889E+02
   583   0.228820E+04   0.137957E+02   0.295670E+02   0.586859E+06   0.616912E+02
   584   0.227999E+04   0.140510E+02   0.300085E+02   0.585241E+06   0.624035E+02
   585   0.227170E+04   0.143092E+02   0.304199E+02   0.583628E+06   0.631255E+02
   586   0.226325E+04   0.145697E+02   0.308009E+02   0.582022E+06   0.638571E+02
   587   0.225480E+04   0.148340E+02   0.311518E+02   0.580423E+06   0.645981E+02
   588   0.224620E+04   0.151005E+02   0.314709E+02   0.578830E+06   0.653483E+02
   589   0.223751E+04   0.153701E+02   0.317598E+02   0.577244E+06   0.661075E+02
   590   0.222875E+04   0.156411E+02   0.320176E+02   0.575663E+06   0.668756E+02
   591   0.221997E+04   0.159160E+02   0.322437E+02   0.574090E+06   0.676522E+02
   592   0.221112E+04   0.161916E+02   0.324372E+02   0.572522E+06   0.684373E+02
   593   0.220219E+04   0.164710E+02   0.326005E+02   0.570961E+06   0.692307E+02
   594   0.219310E+04   0.167520E+02   0.327304E+02   0.569406E+06   0.700321E+02
   595   0.218401E+04   0.170338E+02   0.328294E+02   0.567857E+06   0.708414E+02
   596   0.217498E+04   0.173193E+02   0.328950E+02   0.566315E+06   0.716583E+02
   597   0.216588E+04   0.176042E+02   0.329288E+02   0.564778E+06   0.724828E+02
   598   0.215691E+04   0.178922E+02   0.329300E+02   0.563248E+06   0.733145E+02
   599   0.214779E+04   0.181817E+02   0.328994E+02   0.561723E+06   0.741534E+02
   600   0.213859E+04   0.184728E+02   0.328355E+02   0.560205E+06   0.749991E+02
   601   0.212938E+04   0.187655E+02   0.327390E+02   0.558693E+06   0.758516E+02
   602   0.212016E+04   0.190583E+02   0.326091E+02   0.557187E+06   0.767106E+02
   603   0.211086E+04   0.193535E+02   0.324480E+02   0.555687E+06   0.775760E+02
   604   0.210170E+04   0.196487E+02   0.322535E+02   0.554192E+06   0.784475E+02
   605   0.209246E+04   0.199448E+02   0.320263E+02   0.552704E+06   0.793250E+02
   606   0.208329E+04   0.202417E+02   0.317663E+02   0.551221E+06   0.802081E+02
   607   0.207388E+04   0.205395E+02   0.314736E+02   0.549745E+06   0.810969E+02
   608   0.206469E+04   0.208382E+02   0.311481E+02   0.548274E+06   0.819910E+02
   609   0.205557E+04   0.211363E+02   0.307897E+02   0.546809E+06   0.828903E+02
   610   0.204637E+04   0.214344E+02   0.303985E+02   0.545350E+06   0.837945E+02
   611   0.203723E+04   0.217335E+02   0.299752E+02   0.543896E+06   0.847036E+02
   612   0.202816E+04   0.220334E+02   0.295204E+02   0.542449E+06   0.856172E+02
   613   0.201901E+04   0.223305E+02   0.290320E+02   0.541007E+06   0.865352E+02
   614   0.201000E+04   0.226292E+02   0.285113E+02   0.539570E+06   0.874573E+02
   615   0.200098E+04   0.229266E+02   0.279591E+02   0.538139E+06   0.883835E+02
   616   0.199203E+04   0.232249E+02   0.273754E+02   0.536714E+06   0.893135E+02
   617   0.198322E+04   0.235226E+02   0.267601E+02   0.535295E+06   0.902471E+02
   618   0.197440E+04   0.238197E+02   0.261124E+02   0.533881E+06   0.911840E+02
   619   0.196557E+04   0.241170E+02   0.254354E+02   0.532473E+06   0.921242E+02
   620   0.195696E+04   0.244114E+02   0.247267E+02   0.531070E+06   0.930675E+02
   621   0.194827E+04   0.247060E+02   0.239870E+02   0.529672E+06   0.940135E+02
   622   0.193972E+04   0.249993E+02   0.232164E+02   0.528281E+06   0.949622E+02
   623   0.193131E+04   0.252906E+02   0.224170E+02   0.526894E+06   0.959133E+02
   624   0.192289E+04   0.255805E+02   0.215873E+02   0.525513E+06   0.968666E+02
   625   0.191454E+04   0.258691E+02   0.207274E+02   0.524138E+06   0.978220E+02
   626   0.190633E+04   0.261564E+02   0.198385E+02   0.522767E+06   0.987792E+02
   627   0.189826E+04   0.264417E+02   0.189208E+02   0.521402E+06   0.997381E+02
   628   0.189025E+04   0.267250E+02   0.179742E+02   0.520043E+06   0.100698E+03
   629   0.188239E+04   0.270062E+02   0.169993E+02   0.518688E+06   0.101660E+03
   630   0.187452E+04   0.272854E+02   0.159955E+02   0.517339E+06   0.102623E+03
   631   0.186680E+04   0.275625E+02   0.149657E+02   0.515996E+06   0.103586E+03
   632   0.185928E+04   0.278369E+02   0.139076E+02   0.514657E+06   0.104550E+03
   633   0.185176E+04   0.281100E+02   0.128234E+02   0.513324E+06   0.105515E+03
   634   0.184446E+04   0.283788E+02   0.117130E+02   0.511995E+06   0.106480E+03
   635   0.183729E+04   0.286464E+02   0.105769E+02   0.510672E+06   0.107445E+03
   636   0.183012E+04   0.289120E+02   0.941572E+01   0.509354E+06   0.108410E+03
   637   0.182316E+04   0.291726E+02   0.822874E+01   0.508041E+06   0.109375E+03
   638   0.181635E+04   0.294319E+02   0.701813E+01   0.506733E+06   0.110339E+03
   639   0.180967E+04   0.296870E+02   0.578291E+01   0.505430E+06   0.111302E+03
   640   0.180314E+04   0.299401E+02   0.452462E+01   0.504133E+06   0.112265E+03
   641   0.179675E+04   0.301898E+02   0.324322E+01   0.502840E+06   0.113226E+03
   642   0.179042E+04   0.304352E+02   0.193945E+01   0.501552E+06   0.114187E+03
   643   0.178431E+04   0.306786E+02   0.613761E+00   0.500269E+06   0.115145E+03
   644   0.177841E+04   0.309163E+02  -0.733200E+00   0.498990E+06   0.116103E+03
   645   0.177258E+04   0.311513E+02  -0.210117E+01   0.497717E+06   0.117058E+03
   646   0.176690E+04   0.313829E+02  -0.348950E+01   0.496449E+06   0.118011E+03
   647   0.176150E+04   0.316102E+02  -0.489808E+01   0.495185E+06   0.118962E+03
   648   0.175609E+04   0.318341E+02  -0.632501E+01   0.493926E+06   0.119910E+03
   649   0.175098E+04   0.320530E+02  -0.777104E+01   0.492672E+06   0.120856E+03
   650   0.174600E+04   0.322678E+02  -0.923474E+01   0.491423E+06   0.121799E+03
   651   0.174116E+04   0.324798E+02  -0.107161E+02   0.490178E+06   0.122739E+03
   652   0.173647E+04   0.326870E+02  -0.122145E+02   0.488939E+06   0.123676E+03
   653   0.173207E+04   0.328884E+02  -0.137283E+02   0.487703E+06   0.124610E+03
   654   0.172773E+04   0.330864E+02  -0.152570E+02   0.486473E+06   0.125540E+03
   655   0.172354E+04   0.332802E+02  -0.168012E+02   0.485247E+06   0.126467E+03
   656   0.171963E+04   0.334690E+02  -0.183595E+02   0.484025E+06   0.127390E+03
   657   0.171587E+04   0.336530E+02  -0.199304E+02   0.482809E+06   0.128309E+03
   658   0.171217E+04   0.338327E+02  -0.215147E+02   0.481596E+06   0.129225E+03
   659   0.170884E+04   0.340074E+02  -0.231109E+02   0.480389E+06   0.130136E+03
   660   0.170566E+04   0.341765E+02  -0.247184E+02   0.479186E+06   0.131044E+03
   661   0.170261E+04   0.343407E+02  -0.263356E+02   0.477987E+06   0.131948E+03
   662   0.169979E+04   0.345006E+02  -0.279641E+02   0.476793E+06   0.132847E+03
   663   0.169710E+04   0.346556E+02  -0.296024E+02   0.475603E+06   0.133742E+03
   664   0.169464E+04   0.348041E+02  -0.312483E+02   0.474418E+06   0.134632E+03
   665   0.169232E+04   0.349477E+02  -0.329026E+02   0.473237E+06   0.135518E+03
   666   0.169021E+04   0.350864E+02  -0.345637E+02   0.472061E+06   0.136399E+03
   667   0.168833E+04   0.352193E+02  -0.362318E+02   0.470889E+06   0.137275E+03
   668   0.168651E+04   0.353473E+02  -0.379061E+02   0.469721E+06   0.138146E+03
   669   0.168506E+04   0.354695E+02  -0.395851E+02   0.468558E+06   0.139013E+03
   670   0.168368E+04   0.355861E+02  -0.412675E+02   0.467398E+06   0.139874E+03
   671   0.168260E+04   0.356984E+02  -0.429546E+02   0.466244E+06   0.140730E+03
   672   0.168158E+04   0.358036E+02  -0.446450E+02   0.465093E+06   0.141580E+03
   673   0.168086E+04   0.359045E+02  -0.463366E+02   0.463947E+06   0.142425E+03
   674   0.168029E+04   0.359990E+02  -0.480301E+02   0.462805E+06   0.143265E+03
   675   0.167993E+04   0.360878E+02  -0.497247E+02   0.461667E+06   0.144098E+03
   676   0.167972E+04   0.361708E+02  -0.514184E+02   0.460533E+06   0.144926E+03
   677   0.167973E+04   0.362481E+02  -0.531117E+02   0.459404E+06   0.145748E+03
   678   0.167996E+04   0.363190E+02  -0.548041E+02   0.458279E+06   0.146564E+03
   679   0.168033E+04   0.363849E+02  -0.564940E+02   0.457157E+06   0.147373E+03
   680   0.168100E+04   0.364451E+02  -0.581816E+02   0.456040E+06   0.148177E+03
   681   0.168182E+04   0.364988E+02  -0.598645E+02   0.454927E+06   0.148974E+03
   682   0.168279E+04   0.365460E+02  -0.615443E+02   0.453818E+06   0.149764E+03
   683   0.168405E+04   0.365890E+02  -0.632202E+02   0.452713E+06   0.150548E+03
   684   0.168538E+04   0.366240E+02  -0.648901E+02   0.451612E+06   0.151326E+03
   685   0.168686E+04   0.366541E+02  -0.665540E+02   0.450515E+06   0.152096E+03
   686   0.168856E+04   0.366776E+02  -0.682030E+02   0.449422E+06   0.152859E+03
   687   0.169056E+04   0.366962E+02  -0.698483E+02   0.448333E+06   0.153616E+03
   688   0.169263E+04   0.367076E+02  -0.714876E+02   0.447248E+06   0.154365E+03
   689   0.169492E+04   0.367132E+02  -0.731136E+02   0.446167E+06   0.155107E+03
   690   0.169736E+04   0.367139E+02  -0.747337E+02   0.445090E+06   0.155841E+03
   691   0.170003E+04   0.367065E+02  -0.763405E+02   0.444016E+06   0.156568E+03
   692   0.170284E+04   0.366949E+02  -0.779340E+02   0.442947E+06   0.157288E+03
   693   0.170588E+04   0.366769E+02  -0.795217E+02   0.441881E+06   0.158000E+03
   694   0.170899E+04   0.366523E+02  -0.810887E+02   0.440819E+06   0.158703E+03
   695   0.171240E+04   0.366235E+02  -0.826426E+02   0.439761E+06   0.159399E+03
   696   0.171596E+04   0.365874E+02  -0.841981E+02   0.438707E+06   0.160087E+03
   697   0.171966E+04   0.365456E+02  -0.857256E+02   0.437656E+06   0.160767E+03
   698   0.172352E+04   0.364973E+02  -0.872400E+02   0.436609E+06   0.161438E+03
   699   0.172753E+04   0.364440E+02  -0.887338E+02   0.435566E+06   0.162101E+03
   700   0.173176E+04   0.363842E+02  -0.902146E+02   0.434526E+06   0.162756E+03
   701   0.173614E+04   0.363186E+02  -0.916823E+02   0.433490E+06   0.163402E+03
   702   0.174067E+04   0.362480E+02  -0.931220E+02   0.432458E+06   0.164039E+03
   703   0.174536E+04   0.361709E+02  -0.945636E+02   0.431429E+06   0.164667E+03
   704   0.175019E+04   0.360888E+02  -0.959698E+02   0.430404E+06   0.165287E+03
   705   0.175510E+04   0.360001E+02  -0.973555E+02   0.429383E+06   0.165897E+03
   706   0.176024E+04   0.359064E+02  -0.987281E+02   0.428365E+06   0.166499E+03
   707   0.176545E+04   0.358069E+02  -0.100080E+03   0.427351E+06   0.167091E+03
   708   0.177096E+04   0.357024E+02  -0.101397E+03   0.426340E+06   0.167674E+03
   709   0.177648E+04   0.355920E+02  -0.102708E+03   0.425333E+06   0.168248E+03
   710   0.178222E+04   0.354759E+02  -0.103991E+03   0.424329E+06   0.168812E+03
   711   0.178804E+04   0.353546E+02  -0.105246E+03   0.423329E+06   0.169367E+03
   712   0.179401E+04   0.352283E+02  -0.106488E+03   0.422332E+06   0.169912E+03
   713   0.180021E+04   0.350962E+02  -0.107694E+03   0.421338E+06   0.170448E+03
   714   0.180634E+04   0.349597E+02  -0.108880E+03   0.420349E+06   0.170974E+03
   715   0.181270E+04   0.348173E+02  -0.110045E+03   0.419362E+06   0.171490E+03
   716   0.181921E+04   0.346699E+02  -0.111182E+03   0.418379E+06   0.171996E+03
   717   0.182579E+04   0.345181E+02  -0.112284E+03   0.417399E+06   0.172492E+03
   718   0.183246E+04   0.343611E+02  -0.113373E+03   0.416423E+06   0.172978E+03
   719   0.183928E+04   0.341976E+02  -0.114419E+03   0.415450E+06   0.173454E+03
   720   0.184610E+04   0.340304E+02  -0.115451E+03   0.414481E+06   0.173920E+03
   721   0.185323E+04   0.338596E+02  -0.116441E+03   0.413514E+06   0.174375E+03
   722   0.186029E+04   0.336828E+02  -0.117402E+03   0.412551E+06   0.174820E+03
   723   0.186750E+04   0.335025E+02  -0.118343E+03   0.411592E+06   0.175254E+03
   724   0.187479E+04   0.333169E+02  -0.119256E+03   0.410635E+06   0.175677E+03
   725   0.188217E+04   0.331277E+02  -0.120133E+03   0.409682E+06   0.176090E+03
   726   0.188969E+04   0.329356E+02  -0.120975E+03   0.408732E+06   0.176492E+03
   727   0.189723E+04   0.327375E+02  -0.121796E+03   0.407786E+06   0.176884E+03
   728   0.190484E+04   0.325343E+02  -0.122581E+03   0.406842E+06   0.177264E+03
   729   0.191253E+04   0.323281E+02  -0.123339E+03   0.405902E+06   0.177633E+03
   730   0.192024E+04   0.321182E+02  -0.124061E+03   0.404965E+06   0.177991E+03
   731   0.192817E+04   0.319031E+02  -0.124747E+03   0.404031E+06   0.178338E+03
   732   0.193603E+04   0.316865E+02  -0.125398E+03   0.403100E+06   0.178674E+03
   733   0.194405E+04   0.314647E+02  -0.126028E+03   0.402173E+06   0.178998E+03
   734   0.195208E+04   0.312399E+02  -0.126607E+03   0.401248E+06   0.179310E+03
   735   0.196019E+04   0.310107E+02  -0.127174E+03   0.400327E+06   0.179612E+03
   736   0.196823E+04   0.307784E+02  -0.127689E+03   0.399408E+06   0.179901E+03
   737   0.197643E+04   0.305439E+02  -0.128184E+03   0.398493E+06   0.180179E+03
   738   0.198456E+04   0.303063E+02  -0.128629E+03   0.397581E+06   0.180444E+03
   739   0.199278E+04   0.300651E+02  -0.129045E+03   0.396672E+06   0.180698E+03
   740   0.200100E+04   0.298207E+02  -0.129434E+03   0.395766E+06   0.180940E+03
   741   0.200931E+04   0.295727E+02  -0.129786E+03   0.394862E+06   0.181170E+03
   742   0.201762E+04   0.293245E+02  -0.130096E+03   0.393962E+06   0.181388E+03
   743   0.202595E+04   0.290741E+02  -0.130377E+03   0.393065E+06   0.181593E+03
   744   0.203435E+04   0.288198E+02  -0.130615E+03   0.392171E+06   0.181786E+03
   745   0.204270E+04   0.285633E+02  -0.130833E+03   0.391279E+06   0.181967E+03
   746   0.205098E+04   0.283052E+02  -0.130992E+03   0.390391E+06   0.182135E+03
   747   0.205926E+04   0.280440E+02  -0.131131E+03   0.389505E+06   0.182290E+03
   748   0.206763E+04   0.277819E+02  -0.131233E+03   0.388623E+06   0.182433E+03
   749   0.207602E+04   0.275161E+02  -0.131308E+03   0.387743E+06   0.182563E+03
   750   0.208433E+04   0.272501E+02  -0.131340E+03   0.386866E+06   0.182680E+03
   751   0.209266E+04   0.269818E+02  -0.131335E+03   0.385992E+06   0.182784E+03
   752   0.210100E+04   0.267134E+02  -0.131288E+03   0.385121E+06   0.182875E+03
   753   0.210928E+04   0.264418E+02  -0.131212E+03   0.384252E+06   0.182954E+03
   754   0.211749E+04   0.261702E+02  -0.131093E+03   0.383387E+06   0.183019E+03
   755   0.212578E+04   0.258969E+02  -0.130946E+03   0.382524E+06   0.183073E+03
   756   0.213386E+04   0.256227E+02  -0.130763E+03   0.381664E+06   0.183114E+03
   757   0.214211E+04   0.253484E+02  -0.130536E+03   0.380806E+06   0.183142E+03
   758   0.215014E+04   0.250725E+02  -0.130273E+03   0.379952E+06   0.183159E+03
   759   0.215825E+04   0.247956E+02  -0.129982E+03   0.379100E+06   0.183163E+03
   760   0.216623E+04   0.245187E+02  -0.129655E+03   0.378251E+06   0.183155E+03
   761   0.217414E+04   0.242415E+02  -0.129292E+03   0.377404E+06   0.183136E+03
   762   0.218213E+04   0.239642E+02  -0.128892E+03   0.376561E+06   0.183105E+03
   763   0.218992E+04   0.236875E+02  -0.128457E+03   0.375720E+06   0.183062E+03
   764   0.219771E+04   0.234098E+02  -0.127993E+03   0.374881E+06   0.183007E+03
   765   0.220537E+04   0.231320E+02  -0.127485E+03   0.374046E+06   0.182941E+03
   766   0.221303E+04   0.228555E+02  -0.126948E+03   0.373213E+06   0.182864E+03
   767   0.222056E+04   0.225796E+02  -0.126375E+03   0.372382E+06   0.182776E+03
   768   0.222803E+04   0.223034E+02  -0.125758E+03   0.371554E+06   0.182676E+03
   769   0.223543E+04   0.220271E+02  -0.125120E+03   0.370729E+06   0.182565E+03
   770   0.224269E+04   0.217528E+02  -0.124445E+03   0.369907E+06   0.182444E+03
   771   0.224989E+04   0.214791E+02  -0.123734E+03   0.369087E+06   0.182312E+03
   772   0.225695E+04   0.212066E+02  -0.122979E+03   0.368269E+06   0.182169E+03
   773   0.226394E+04   0.209354E+02  -0.122202E+03   0.367455E+06   0.182016E+03
   774   0.227080E+04   0.206655E+02  -0.121396E+03   0.366642E+06   0.181852E+03
   775   0.227767E+04   0.203969E+02  -0.120554E+03   0.365833E+06   0.181677E+03
   776   0.228425E+04   0.201303E+02  -0.119682E+03   0.365025E+06   0.181493E+03
   777   0.229077E+04   0.198649E+02  -0.118774E+03   0.364221E+06   0.181298E+03
   778   0.229737E+04   0.196015E+02  -0.117829E+03   0.363419E+06   0.181094E+03
   779   0.230361E+04   0.193402E+02  -0.116862E+03   0.362619E+06   0.180879E+03
   780   0.230979E+04   0.190793E+02  -0.115858E+03   0.361822E+06   0.180655E+03
   781   0.231590E+04   0.188227E+02  -0.114833E+03   0.361027E+06   0.180421E+03
   782   0.232180E+04   0.185673E+02  -0.113785E+03   0.360235E+06   0.180178E+03
   783   0.232764E+04   0.183147E+02  -0.112693E+03   0.359445E+06   0.179925E+03
   784   0.233334E+04   0.180648E+02  -0.111572E+03   0.358657E+06   0.179662E+03
   785   0.233882E+04   0.178168E+02  -0.110429E+03   0.357872E+06   0.179391E+03
   786   0.234425E+04   0.175716E+02  -0.109233E+03   0.357090E+06   0.179110E+03
   787   0.234946E+04   0.173298E+02  -0.108023E+03   0.356310E+06   0.178820E+03
   788   0.235453E+04   0.170899E+02  -0.106791E+03   0.355532E+06   0.178522E+03
   789   0.235946E+04   0.168521E+02  -0.105537E+03   0.354757E+06   0.178214E+03
   790   0.236433E+04   0.166199E+02  -0.104245E+03   0.353984E+06   0.177898E+03
   791   0.236899E+04   0.163896E+02  -0.102924E+03   0.353213E+06   0.177573E+03
   792   0.237350E+04   0.161636E+02  -0.101587E+03   0.352444E+06   0.177240E+03
   793   0.237781E+04   0.159417E+02  -0.100214E+03   0.351678E+06   0.176899E+03
   794   0.238190E+04   0.157232E+02  -0.988254E+02   0.350915E+06   0.176549E+03
   795   0.238586E+04   0.155074E+02  -0.974070E+02   0.350153E+06   0.176191E+03
   796   0.238983E+04   0.152965E+02  -0.959735E+02   0.349394E+06   0.175825E+03
   797   0.239343E+04   0.150883E+02  -0.945101E+02   0.348637E+06   0.175451E+03
   798   0.239690E+04   0.148850E+02  -0.930315E+02   0.347883E+06   0.175069E+03
   799   0.240022E+04   0.146858E+02  -0.915304E+02   0.347130E+06   0.174680E+03
   800   0.240341E+04   0.144901E+02  -0.900066E+02   0.346380E+06   0.174283E+03
   801   0.240639E+04   0.142992E+02  -0.884675E+02   0.345632E+06   0.173878E+03
   802   0.240908E+04   0.141124E+02  -0.868909E+02   0.344887E+06   0.173466E+03
   803   0.241178E+04   0.139291E+02  -0.853138E+02   0.344143E+06   0.173047E+03
   804   0.241420E+04   0.137514E+02  -0.837065E+02   0.343402E+06   0.172620E+03
   805   0.241655E+04   0.135778E+02  -0.820839E+02   0.342663E+06   0.172186E+03
   806   0.241861E+04   0.134084E+02  -0.804459E+02   0.341926E+06   0.171745E+03
   807   0.242045E+04   0.132447E+02  -0.787925E+02   0.341191E+06   0.171297E+03
   808   0.242209E+04   0.130858E+02  -0.771162E+02   0.340458E+06   0.170842E+03
   809   0.242366E+04   0.129319E+02  -0.754319E+02   0.339728E+06   0.170380E+03
   810   0.242494E+04   0.127828E+02  -0.737246E+02   0.339000E+06   0.169911E+03
   811   0.242600E+04   0.126387E+02  -0.720026E+02   0.338274E+06   0.169435E+03
   812   0.242693E+04   0.125009E+02  -0.702702E+02   0.337550E+06   0.168952E+03
   813   0.242764E+04   0.123666E+02  -0.685268E+02   0.336828E+06   0.168463E+03
   814   0.242829E+04   0.122387E+02  -0.667699E+02   0.336108E+06   0.167967E+03
   815   0.242865E+04   0.121157E+02  -0.650018E+02   0.335390E+06   0.167465E+03
   816   0.242872E+04   0.119983E+02  -0.632226E+02   0.334675E+06   0.166956E+03
   817   0.242864E+04   0.118859E+02  -0.614329E+02   0.333961E+06   0.166441E+03
   818   0.242850E+04   0.117799E+02  -0.596334E+02   0.333250E+06   0.165919E+03
   819   0.242807E+04   0.116788E+02  -0.578248E+02   0.332540E+06   0.165391E+03
   820   0.242750E+04   0.115834E+02  -0.560072E+02   0.331833E+06   0.164857E+03
   821   0.242664E+04   0.114929E+02  -0.541835E+02   0.331128E+06   0.164316E+03
   822   0.242564E+04   0.114096E+02  -0.523521E+02   0.330425E+06   0.163770E+03
   823   0.242443E+04   0.113312E+02  -0.505137E+02   0.329724E+06   0.163218E+03
   824   0.242292E+04   0.112592E+02  -0.486692E+02   0.329024E+06   0.162659E+03
   825   0.242134E+04   0.111922E+02  -0.468206E+02   0.328327E+06   0.162095E+03
   826   0.241948E+04   0.111323E+02  -0.449672E+02   0.327632E+06   0.161525E+03
   827   0.241739E+04   0.110774E+02  -0.431113E+02   0.326939E+06   0.160949E+03
   828   0.241524E+04   0.110289E+02  -0.412520E+02   0.326248E+06   0.160367E+03
   829   0.241280E+04   0.109869E+02  -0.393908E+02   0.325559E+06   0.159780E+03
   830   0.241021E+04   0.109505E+02  -0.375299E+02   0.324871E+06   0.159188E+03
   831   0.240741E+04   0.109199E+02  -0.356679E+02   0.324186E+06   0.158589E+03
   832   0.240439E+04   0.108949E+02  -0.338060E+02   0.323503E+06   0.157986E+03
   833   0.240123E+04   0.108764E+02  -0.319452E+02   0.322822E+06   0.157377E+03
   834   0.239777E+04   0.108636E+02  -0.300852E+02   0.322142E+06   0.156763E+03
   835   0.239425E+04   0.108580E+02  -0.282277E+02   0.321465E+06   0.156143E+03
   836   0.239036E+04   0.108574E+02  -0.263726E+02   0.320789E+06   0.155518E+03
   837   0.238640E+04   0.108632E+02  -0.245212E+02   0.320115E+06   0.154889E+03
   838   0.238222E+04   0.108754E+02  -0.226737E+02   0.319444E+06   0.154254E+03
   839   0.237775E+04   0.108934E+02  -0.208300E+02   0.318774E+06   0.153614E+03
   840   0.237320E+04   0.109186E+02  -0.189922E+02   0.318106E+06   0.152970E+03
   841   0.236844E+04   0.109487E+02  -0.171619E+02   0.317440E+06   0.152321E+03
   842   0.236346E+04   0.109846E+02  -0.153360E+02   0.316775E+06   0.151666E+03
   843   0.235834E+04   0.110270E+02  -0.135205E+02   0.316113E+06   0.151008E+03
   844   0.235292E+04   0.110758E+02  -0.117116E+02   0.315452E+06   0.150344E+03
   845   0.234743E+04   0.111296E+02  -0.991225E+01   0.314794E+06   0.149676E+03
   846   0.234180E+04   0.111914E+02  -0.812294E+01   0.314137E+06   0.149004E+03
   847   0.233602E+04   0.112574E+02  -0.634337E+01   0.313482E+06   0.148327E+03
   848   0.233002E+04   0.113299E+02  -0.457542E+01   0.312828E+06   0.147646E+03
   849   0.232372E+04   0.114081E+02  -0.281846E+01   0.312177E+06   0.146960E+03
   850   0.231743E+04   0.114928E+02  -0.107357E+01   0.311527E+06   0.146271E+03
   851   0.231085E+04   0.115833E+02   0.658674E+00   0.310879E+06   0.145577E+03
   852   0.230411E+04   0.116803E+02   0.237788E+01   0.310233E+06   0.144879E+03
   853   0.229723E+04   0.117822E+02   0.408329E+01   0.309589E+06   0.144177E+03
   854   0.229013E+04   0.118907E+02   0.577350E+01   0.308946E+06   0.143471E+03
   855   0.228281E+04   0.120050E+02   0.744947E+01   0.308306E+06   0.142762E+03
   856   0.227549E+04   0.121235E+02   0.910932E+01   0.307667E+06   0.142048E+03
   857   0.226788E+04   0.122486E+02   0.107523E+02   0.307029E+06   0.141331E+03
   858   0.226011E+04   0.123809E+02   0.123785E+02   0.306394E+06   0.140610E+03
   859   0.225220E+04   0.125161E+02   0.139885E+02   0.305760E+06   0.139885E+03
   860   0.224422E+04   0.126578E+02   0.155794E+02   0.305128E+06   0.139157E+03
   861   0.223601E+04   0.128053E+02   0.171512E+02   0.304497E+06   0.138425E+03
   862   0.222766E+04   0.129579E+02   0.187046E+02   0.303869E+06   0.137690E+03
   863   0.221915E+04   0.131163E+02   0.202375E+02   0.303242E+06   0.136952E+03
   864   0.221050E+04   0.132791E+02   0.217505E+02   0.302616E+06   0.136210E+03
   865   0.220155E+04   0.134477E+02   0.232413E+02   0.301993E+06   0.135465E+03
   866   0.219282E+04   0.136214E+02   0.247109E+02   0.301371E+06   0.134717E+03
   867   0.218373E+04   0.138009E+02   0.261583E+02   0.300751E+06   0.133966E+03
   868   0.217455E+04   0.139849E+02   0.275836E+02   0.300132E+06   0.133212E+03
   869   0.216523E+04   0.141739E+02   0.289860E+02   0.299515E+06   0.132454E+03
   870   0.215575E+04   0.143673E+02   0.303648E+02   0.298900E+06   0.131694E+03
   871   0.214620E+04   0.145659E+02   0.317193E+02   0.298287E+06   0.130931E+03
   872   0.213650E+04   0.147696E+02   0.330501E+02   0.297675E+06   0.130166E+03
